313,39796573132,Betty Bell,1200,0
314,37414216993,Brandon Diaz,1200,1
315,89724762881,Barbara Perry,1000,1
316,23759942865,Anthony Jones,1200,1
317,46988481748,Brian Chambers,900,0
318,35122629536,Jonathan Blair,900,0
319,21358223674,Linda Smith,900,1
320,12117514359,Jennifer Mitchell,1000,0
321,83788219552,Brandon Kramer,1200,1
322,37755313945,Katrina Walton,900,1
323,74875559712,Terri Whitney,1000,1
324,56337694649,Nicholas Rogers,1200,1
325,41184166497,Megan Smith,900,0
326,18537933785,Andrew Moss,900,0
327,77148832997,Frederick Noble,1200,1
328,45731974594,Jacqueline Hampton,1000,1
329,79455426549,Alexandra Valdez DDS,1200,1
330,38583611168,Deborah Lewis,1000,0
331,75412774664,Timothy Kennedy,1000,1
332,73536985793,Mario Miller,900,0
333,43117213286,Thomas Contreras,1200,0
334,42943881797,David Floyd,1200,1
335,13661399243,Joe Flores,1200,0
336,75693681132,Steve Hickman,1000,1
337,64692536436,Jeffrey Potter,1000,0
338,95551469589,Monica Mcbride,1200,1
339,23897158898,Lisa Lewis,1200,0
340,47865562722,Henry Hill,1000,1
341,66354893754,Robin Bailey,900,1
342,11687968331,Christopher Hayes,900,0
343,38143365637,Jenny Lowery,1200,0
344,92998462752,Christian Larson,900,1
345,75517763646,Andrew Morris,1200,1
346,57853392414,Richard Roth,1200,1
347,87343782562,Corey Martin,900,0
348,83382979585,Renee Harper,900,0
349,91154168523,Karen Wright,900,1
350,49418898395,Samantha Underwood,900,0
351,78396288358,Joshua Vang,1200,1
352,27927415589,Sara Walsh,900,1
353,91352787198,Denise Rosales,900,1
354,68937434375,Roberto Martinez,900,0
355,96792256324,Kelly Graham,900,1
356,34373199454,Amy Miller,1200,1
357,74146333152,Tammy Gill,1000,0
358,84747491462,Christopher Anderson,1000,0
359,74998181618,Thomas Wright,1200,0
360,49589146755,George Andrews,1200,0
361,55588358248,Allen Pierce,1000,0
362,96912516278,Michelle Parker,1000,1
363,75932954282,Brittany Mcdowell,1000,1
364,84972623947,Joseph Johnson,1000,1
365,73723447214,Valerie Kim,900,0
366,68836144787,Paul Mckinney,900,0
367,73889187976,Dana Burns,1000,0
368,84425546633,Susan Young,1200,1
369,75988936324,William Clark,1200,0
370,99754718882,Sydney Gomez,1000,0
371,22599836859,Douglas Perez,1200,1
372,46169712173,Derek Banks,1200,0
373,17244689372,Pamela Clark,1000,0
374,48517529557,Veronica Hutchinson,1200,0
375,77438233754,Morgan Wood,1200,1
376,91334626668,Monica Williams,900,0
377,39628496765,Marcus Murray,1200,0
378,62139884895,Corey Mccarty,900,0
379,64257648658,Christopher Arnold,1000,0
380,54429195681,Sherry Rose,1000,0
381,22318953873,Kathleen Harris,1200,1
382,93813323648,John French,1200,0
383,86464937226,Arthur Tucker,1000,0
384,27637422855,Timothy Miller,1200,1
385,42689838888,Michael Khan,1000,1
386,47955149577,Kristen Drake,1000,0
387,25551819235,John Hall,900,0
388,86699616361,Kristen Hunt,1200,1
389,26531134784,Taylor Holland,1000,0
390,94784722754,Paul Jackson,1200,0
391,49763831997,Janice Campbell,1000,0
392,93436731324,Barbara Mullins,1200,1
393,41194144975,Kim Guzman,900,0
394,74175967379,Charles Bryant,900,1
395,59662382148,Mrs. Linda Stephens,1000,1
396,53767583426,Jeffrey Haney,1000,0
397,86766659936,Amanda Butler,1000,1
398,41891673995,Kristin Morris,1000,0
399,98892521657,James Simon MD,1200,1
